user_id,age,gender,country,city,signup_date,membership_type,preferred_device,customer_segment,avg_previous_orders,lifetime_value
706387,37,Male,USA,Austin,2024-11-03,Gold,Mobile,Regular,2,179.05
914601,25,Male,India,Mumbai,2025-01-18,Silver,Tablet,Regular,9,1130.34
912165,38,Male,India,Pune,2024-02-29,Free,Mobile,Regular,0,273.55
544839,60,Female,Germany,Berlin,2024-11-28,Free,Desktop,Premium,0,261.92
887622,39,Other,India,Pune,2025-04-04,Gold,Mobile,Budget,9,1146.3
401740,30,Male,India,Pune,2025-03-01,Free,Mobile,Regular,6,763.18
161543,35,Other,India,Mumbai,2025-04-18,Silver,Mobile,VIP,7,795.29
831404,62,Female,India,Hyderabad,2024-10-11,Free,Mobile,Premium,3,400.16
725627,30,Male,India,Mumbai,2023-11-09,Gold,Mobile,Premium,3,666.0
921838,18,Male,India,Mumbai,2023-12-22,Silver,Mobile,Regular,10,1226.33
567513,20,Female,India,Pune,2023-07-24,Silver,Mobile,Regular,5,548.69
147134,48,Other,India,Pune,2023-02-08,Free,Mobile,Regular,10,891.73
683049,49,Male,Canada,Toronto,2024-12-14,Gold,Mobile,Budget,8,891.86
303519,48,Other,Australia,Sydney,2025-03-22,Free,Mobile,Regular,12,1642.07
897183,25,Female,USA,Seattle,2023-04-24,Free,Tablet,Premium,7,648.67
409919,56,Female,India,Hyderabad,2025-03-04,Free,Mobile,Regular,11,1520.65
369924,28,Other,Germany,Munich,2023-08-20,Platinum,Desktop,Premium,10,1166.44
369231,32,Female,UK,London,2023-06-03,Free,Mobile,Budget,4,486.03
865391,29,Male,Singapore,Singapore,2024-07-29,Silver,Mobile,VIP,0,161.79
713963,49,Male,UAE,Dubai,2024-12-29,Platinum,Mobile,Budget,6,764.19
889022,45,Male,UK,Manchester,2023-04-20,Silver,Mobile,Regular,6,787.84
957186,37,Female,India,Bengaluru,2025-02-18,Free,Desktop,Premium,6,865.74
685408,41,Male,Australia,Sydney,2024-10-10,Gold,Mobile,Regular,4,680.39
310031,19,Male,India,Delhi,2025-03-26,Gold,Tablet,Budget,13,1057.16
595677,62,Male,Germany,Berlin,2024-12-18,Platinum,Mobile,Premium,4,402.14
175951,60,Male,Singapore,Singapore,2024-02-12,Free,Desktop,Regular,7,877.71
268322,48,Female,Canada,Vancouver,2023-07-29,Gold,Desktop,Regular,7,1076.23
584367,46,Male,India,Hyderabad,2024-11-11,Gold,Mobile,Premium,4,518.84
315017,46,Male,Canada,Toronto,2023-09-04,Free,Mobile,Premium,0,114.59
729240,37,Male,Australia,Sydney,2024-10-30,Free,Desktop,VIP,13,1200.16
791137,61,Male,India,Bengaluru,2025-03-23,Platinum,Mobile,Regular,10,1285.7
570318,33,Female,India,Mumbai,2024-08-07,Free,Mobile,Regular,7,971.99
470941,50,Other,UK,London,2023-03-25,Silver,Mobile,Premium,7,587.72
263232,48,Female,Australia,Melbourne,2024-10-03,Free,Mobile,Regular,3,501.93
437764,32,Female,USA,New York,2025-01-01,Gold,Desktop,Regular,10,1198.8
500101,34,Male,India,Mumbai,2025-06-05,Gold,Mobile,Budget,13,1254.78
388965,34,Female,Singapore,Singapore,2024-12-20,Free,Mobile,Regular,5,731.98
857699,39,Female,India,Mumbai,2023-11-27,Free,Tablet,Budget,16,1843.49
802520,62,Female,UK,Manchester,2024-08-29,Gold,Mobile,Budget,11,1338.26
486976,28,Male,Canada,Vancouver,2023-09-15,Silver,Mobile,Premium,9,937.04
280550,61,Other,UK,Manchester,2024-06-20,Free,Mobile,Regular,3,473.55
666571,34,Male,Australia,Melbourne,2023-05-28,Free,Desktop,Regular,9,633.57
419721,61,Other,UAE,Dubai,2024-11-03,Free,Mobile,Regular,13,1524.69
539482,51,Male,Singapore,Singapore,2023-03-09,Free,Mobile,Regular,15,1522.98
175491,19,Male,India,Mumbai,2024-12-07,Free,Desktop,Premium,0,155.37
587510,46,Female,India,Mumbai,2023-02-23,Free,Mobile,Budget,6,659.63
406914,28,Female,USA,New York,2025-05-16,Free,Desktop,Regular,6,651.05
208256,51,Other,India,Pune,2025-04-01,Free,Mobile,Regular,5,546.0
919789,48,Male,Canada,Vancouver,2024-12-28,Free,Mobile,Regular,13,1636.86
775184,64,Male,UAE,Dubai,2024-02-05,Free,Mobile,Regular,0,338.33
395916,49,Other,Canada,Toronto,2024-12-29,Free,Mobile,Budget,7,731.15
450280,30,Female,India,Hyderabad,2024-10-23,Platinum,Desktop,Premium,18,2009.39
177750,29,Male,India,Delhi,2023-12-29,Silver,Desktop,VIP,10,1106.98
289300,24,Male,India,Bengaluru,2023-02-09,Free,Mobile,VIP,9,972.94
424172,60,Other,USA,New York,2025-04-07,Gold,Mobile,Regular,2,571.89
145799,39,Other,India,Hyderabad,2025-02-15,Free,Mobile,Regular,3,830.29
397497,43,Other,UK,London,2023-08-08,Free,Mobile,Regular,8,413.76
526003,49,Other,India,Delhi,2023-04-09,Free,Mobile,Budget,8,840.19
778099,53,Other,Germany,Berlin,2023-01-12,Free,Mobile,Premium,0,92.12
811707,41,Female,India,Delhi,2023-07-24,Gold,Mobile,Budget,14,1514.93
347445,59,Female,Germany,Berlin,2023-08-19,Silver,Desktop,Regular,11,1131.39
815956,34,Other,India,Delhi,2025-03-06,Silver,Tablet,Regular,8,682.85
707636,18,Male,UAE,Abu Dhabi,2025-03-26,Silver,Desktop,Premium,7,651.91
717956,65,Female,India,Mumbai,2023-05-28,Free,Desktop,Budget,11,1252.5
431214,43,Male,USA,Austin,2023-06-21,Gold,Mobile,Premium,6,564.57
911392,27,Female,USA,New York,2023-06-16,Free,Mobile,Regular,12,1349.5
644700,52,Female,Germany,Berlin,2023-09-13,Silver,Mobile,Regular,15,1611.45
841385,46,Male,USA,New York,2024-08-31,Free,Tablet,Regular,2,260.29
928500,55,Male,USA,Seattle,2023-07-27,Free,Desktop,Regular,6,568.2
217068,51,Other,India,Bengaluru,2025-05-06,Free,Mobile,Premium,16,1854.14
261928,46,Male,India,Bengaluru,2025-03-04,Free,Mobile,Premium,12,1132.71
649193,55,Female,India,Mumbai,2023-01-22,Free,Mobile,Premium,2,105.48
336981,47,Other,India,Delhi,2023-04-02,Free,Mobile,VIP,3,331.6
293826,36,Male,UK,Manchester,2024-09-13,Free,Mobile,Premium,10,1090.6
823512,39,Female,India,Delhi,2023-06-16,Free,Desktop,Regular,8,786.03
166635,41,Female,India,Pune,2023-02-20,Free,Mobile,Regular,11,939.73
224013,59,Female,India,Delhi,2024-02-18,Free,Mobile,Premium,2,452.11
860205,63,Other,India,Mumbai,2024-05-02,Silver,Mobile,Premium,0,354.49
967241,25,Other,Germany,Berlin,2023-12-31,Gold,Mobile,Budget,5,671.91
497025,60,Female,UAE,Dubai,2025-05-08,Gold,Mobile,Budget,11,1436.28
882319,34,Male,Canada,Vancouver,2023-06-21,Free,Mobile,Regular,7,988.78
752310,35,Other,Singapore,Singapore,2023-11-05,Free,Mobile,Regular,15,1940.26
780738,19,Male,Germany,Berlin,2023-07-20,Silver,Desktop,Regular,0,316.67
319257,52,Female,India,Pune,2023-07-28,Free,Mobile,Premium,20,1907.47
528413,58,Female,India,Mumbai,2024-12-01,Free,Desktop,Budget,12,1395.04
275609,19,Male,USA,New York,2024-07-05,Gold,Desktop,Regular,4,705.81
221342,32,Female,India,Bengaluru,2025-01-10,Free,Desktop,Regular,6,1018.99
139918,21,Female,India,Hyderabad,2024-10-15,Gold,Desktop,Regular,0,88.04
547237,20,Other,India,Pune,2023-09-21,Platinum,Mobile,Budget,11,1202.35
284628,39,Other,India,Delhi,2023-03-14,Free,Desktop,VIP,14,1460.03
724470,57,Female,India,Hyderabad,2023-06-15,Free,Mobile,VIP,12,877.83
968351,54,Female,Canada,Toronto,2024-08-24,Gold,Mobile,Regular,12,1249.87
280492,43,Male,India,Bengaluru,2024-02-16,Silver,Mobile,Regular,12,1280.72
458315,41,Male,Germany,Munich,2023-08-07,Platinum,Desktop,Regular,3,497.34
868610,36,Male,UK,Manchester,2023-04-30,Gold,Desktop,Budget,11,1176.92
226200,19,Other,India,Delhi,2024-09-19,Free,Mobile,Regular,6,674.49
500503,27,Female,Australia,Sydney,2024-08-01,Free,Desktop,Regular,5,556.9
583894,62,Other,India,Hyderabad,2023-10-29,Gold,Mobile,Regular,11,1333.14
203219,36,Female,India,Hyderabad,2023-08-18,Gold,Mobile,Premium,13,1266.56
516015,19,Male,Germany,Munich,2024-04-06,Free,Desktop,Regular,14,1560.77
785129,60,Other,Germany,Berlin,2024-11-07,Free,Mobile,Regular,3,635.24
166974,53,Female,Singapore,Singapore,2024-10-22,Free,Mobile,Premium,8,1005.43
948587,50,Other,India,Hyderabad,2023-04-04,Free,Desktop,Regular,11,1054.21
538303,45,Female,UK,London,2023-06-24,Free,Mobile,Budget,8,692.81
403313,46,Female,Singapore,Singapore,2024-01-31,Free,Desktop,Budget,3,440.87
729554,56,Male,USA,New York,2023-03-07,Gold,Desktop,Regular,11,1302.87
582653,55,Female,Singapore,Singapore,2025-02-09,Free,Mobile,Regular,7,737.14
403311,31,Female,USA,New York,2025-03-09,Free,Desktop,Premium,12,1277.52
367951,34,Male,USA,Austin,2025-03-15,Free,Desktop,Regular,3,389.99
885901,20,Female,Germany,Berlin,2024-09-30,Silver,Mobile,Budget,14,1669.99
609461,56,Female,India,Delhi,2025-04-06,Free,Tablet,Regular,2,50.0
304306,32,Female,India,Delhi,2025-04-24,Platinum,Desktop,Premium,9,1049.23
593627,46,Other,UK,Manchester,2025-04-22,Free,Mobile,Regular,7,881.35
470737,28,Male,Canada,Vancouver,2024-07-29,Silver,Mobile,Regular,2,371.48
102898,41,Female,India,Hyderabad,2024-04-11,Silver,Mobile,Regular,2,398.94
667504,28,Female,Australia,Sydney,2024-10-09,Gold,Mobile,Regular,4,559.38
142604,45,Male,India,Delhi,2025-03-10,Platinum,Mobile,Regular,16,1878.78
662655,26,Female,Germany,Munich,2024-12-03,Platinum,Mobile,Budget,9,1058.89
882569,41,Male,Canada,Vancouver,2024-07-27,Silver,Mobile,Premium,2,239.04
677919,28,Female,Germany,Munich,2024-04-01,Free,Desktop,Budget,1,111.44
822618,53,Female,Germany,Munich,2024-09-10,Silver,Mobile,Premium,6,509.75
222827,29,Male,Singapore,Singapore,2024-05-31,Free,Mobile,Regular,15,1134.47
425428,40,Female,India,Mumbai,2024-10-05,Gold,Mobile,Premium,7,978.52
116419,18,Other,India,Mumbai,2023-05-05,Platinum,Mobile,Regular,9,792.4
116956,54,Female,USA,New York,2024-10-12,Free,Desktop,Budget,11,1236.04
947512,53,Male,India,Hyderabad,2024-05-16,Free,Mobile,VIP,5,529.09
718258,22,Male,India,Bengaluru,2023-05-21,Free,Desktop,Budget,8,903.11
657285,24,Male,Singapore,Singapore,2025-04-13,Silver,Mobile,Regular,6,804.64
765983,35,Female,India,Hyderabad,2023-11-11,Free,Mobile,Regular,6,553.51
280446,18,Male,USA,Austin,2025-01-02,Silver,Mobile,Budget,7,924.25
950713,41,Other,Canada,Vancouver,2024-08-01,Free,Desktop,Budget,6,812.29
338391,44,Male,India,Delhi,2025-02-15,Silver,Mobile,Budget,8,850.16
406679,38,Male,UK,Manchester,2023-07-21,Silver,Mobile,Regular,10,1154.04
701494,37,Male,India,Mumbai,2024-04-11,Free,Desktop,Regular,16,1509.94
750698,22,Female,Canada,Toronto,2025-02-24,Gold,Mobile,Premium,13,1229.08
682703,18,Other,India,Mumbai,2024-02-27,Gold,Desktop,Budget,9,917.64
466004,41,Female,Germany,Munich,2023-09-03,Gold,Desktop,Regular,21,2375.75
747077,49,Female,Australia,Sydney,2023-12-02,Silver,Mobile,Regular,2,182.45
707646,56,Male,Germany,Munich,2023-01-15,Silver,Tablet,Budget,10,1187.74
576642,46,Other,India,Mumbai,2025-04-04,Silver,Mobile,Budget,7,724.05
139703,46,Male,Australia,Melbourne,2023-08-20,Free,Mobile,Budget,0,252.35
691438,63,Female,UAE,Abu Dhabi,2023-05-04,Free,Mobile,Budget,17,2088.64
787264,40,Male,India,Pune,2024-07-29,Platinum,Desktop,Budget,2,418.33
707319,65,Male,USA,Seattle,2024-04-07,Free,Mobile,Budget,10,1221.51
382640,55,Male,UK,London,2024-12-10,Free,Desktop,Budget,0,50.0
835170,60,Female,USA,New York,2024-07-04,Silver,Mobile,Premium,5,920.16
954580,31,Female,USA,Seattle,2024-03-28,Free,Mobile,Regular,10,1312.13
622506,42,Other,India,Pune,2023-05-17,Free,Mobile,Premium,13,1159.38
544768,24,Male,Germany,Berlin,2025-02-03,Gold,Mobile,Regular,7,799.54
102348,49,Other,India,Bengaluru,2023-11-22,Free,Mobile,Budget,7,914.05
630472,39,Female,India,Bengaluru,2023-11-20,Gold,Desktop,Regular,4,565.91
570780,19,Male,USA,New York,2023-02-12,Free,Mobile,Premium,8,818.33
850613,44,Female,India,Delhi,2023-11-28,Gold,Mobile,Regular,0,309.22
397594,47,Male,India,Pune,2023-08-22,Silver,Mobile,Regular,13,1222.72
319468,48,Male,Germany,Berlin,2024-07-04,Free,Desktop,VIP,7,922.31
930994,49,Male,India,Hyderabad,2024-02-09,Gold,Mobile,Regular,10,1359.39
718037,48,Male,India,Delhi,2025-02-13,Free,Mobile,VIP,8,1115.33
565779,22,Female,Canada,Toronto,2024-01-07,Free,Mobile,Budget,2,50.0
979179,59,Male,Singapore,Singapore,2023-09-29,Free,Mobile,Premium,0,50.0
177854,53,Other,USA,Seattle,2023-08-23,Free,Desktop,Premium,4,499.05
685979,54,Male,Canada,Toronto,2025-03-21,Silver,Mobile,Regular,14,1379.71
112365,40,Male,India,Delhi,2024-12-24,Free,Mobile,VIP,0,271.42
575982,48,Male,India,Bengaluru,2023-08-24,Free,Mobile,Regular,8,885.81
614400,23,Other,India,Mumbai,2023-06-30,Silver,Mobile,Budget,9,1048.28
446795,61,Female,India,Delhi,2023-08-09,Gold,Mobile,Regular,8,420.35
162939,19,Female,India,Bengaluru,2023-06-01,Gold,Mobile,Premium,12,1190.08
298205,40,Other,India,Mumbai,2024-06-28,Free,Tablet,Premium,11,1160.03
724874,56,Other,USA,Austin,2024-04-19,Free,Mobile,Premium,4,521.26
179572,38,Other,India,Mumbai,2024-05-26,Gold,Desktop,VIP,7,566.72
299473,32,Male,USA,Seattle,2024-01-06,Free,Tablet,Budget,10,1239.44
615223,19,Female,India,Bengaluru,2025-04-23,Platinum,Desktop,Regular,7,581.15
113883,65,Male,India,Delhi,2024-09-20,Silver,Mobile,Premium,10,951.09
136803,28,Female,India,Mumbai,2024-01-13,Free,Mobile,Regular,10,852.02
454664,31,Male,India,Pune,2023-05-29,Silver,Mobile,Regular,6,1008.16
430399,56,Male,India,Pune,2023-03-01,Free,Mobile,VIP,6,661.36
490460,27,Female,India,Delhi,2023-06-13,Free,Desktop,Regular,1,397.76
582170,40,Other,USA,Austin,2024-11-14,Silver,Tablet,Premium,11,1111.31
676600,41,Other,Australia,Sydney,2024-08-16,Silver,Mobile,VIP,15,1591.46
939815,38,Female,UAE,Dubai,2024-08-04,Free,Mobile,Regular,1,516.75
830177,33,Male,India,Delhi,2024-06-05,Free,Mobile,Premium,10,986.15
391537,19,Male,USA,Seattle,2024-10-15,Free,Mobile,Premium,14,1526.55
330780,44,Other,Germany,Munich,2023-04-27,Free,Mobile,Premium,14,1550.05
856967,50,Female,UAE,Dubai,2023-04-21,Gold,Desktop,Regular,6,861.45
742207,54,Other,Germany,Munich,2023-12-26,Free,Mobile,Budget,10,1154.47
865424,32,Female,India,Bengaluru,2025-05-06,Silver,Tablet,Budget,7,1209.43
364504,30,Male,USA,Seattle,2024-01-30,Free,Mobile,Regular,13,1317.32
904998,64,Male,India,Hyderabad,2023-10-19,Gold,Mobile,Budget,6,653.91
321436,43,Male,India,Mumbai,2024-07-14,Gold,Mobile,Regular,11,905.72
498456,50,Female,India,Delhi,2024-11-28,Free,Mobile,Premium,14,1468.77
714600,45,Female,UK,Manchester,2023-02-08,Free,Desktop,Premium,4,303.28
894916,18,Other,Germany,Berlin,2025-04-22,Gold,Desktop,Regular,11,880.58
586482,45,Female,India,Hyderabad,2025-03-03,Free,Mobile,Premium,8,884.96
811502,47,Other,USA,Seattle,2025-03-29,Free,Mobile,Budget,2,345.52
810937,54,Female,Canada,Vancouver,2023-01-17,Gold,Mobile,Budget,10,1286.79
195301,22,Other,USA,Austin,2023-01-27,Platinum,Desktop,Premium,6,814.53
302362,52,Other,UK,London,2023-11-04,Free,Mobile,Budget,11,1143.31
253032,55,Other,India,Delhi,2024-09-29,Silver,Mobile,Premium,9,1083.36
632992,63,Other,USA,New York,2023-09-29,Free,Desktop,VIP,1,50.0
930821,31,Male,India,Pune,2023-03-18,Free,Mobile,Regular,17,1550.09
456019,63,Male,Australia,Melbourne,2024-05-22,Gold,Desktop,Budget,4,848.94
872086,42,Other,India,Hyderabad,2024-08-08,Free,Mobile,Regular,6,850.26
507794,60,Other,USA,Seattle,2024-05-26,Free,Desktop,Budget,3,485.0
871694,46,Male,India,Delhi,2023-10-23,Free,Desktop,Budget,10,993.12
174426,63,Female,India,Hyderabad,2024-07-16,Platinum,Desktop,Budget,10,1056.47
724935,53,Male,Singapore,Singapore,2024-08-20,Free,Mobile,Regular,15,1367.64
503917,46,Male,India,Mumbai,2025-01-18,Gold,Desktop,Premium,14,1564.66
887950,36,Female,India,Bengaluru,2025-02-21,Free,Mobile,Premium,2,358.7
788682,27,Other,USA,Seattle,2024-03-04,Silver,Desktop,Regular,2,436.45
707049,60,Male,India,Bengaluru,2025-04-13,Silver,Desktop,Regular,7,648.47
459011,40,Other,India,Delhi,2023-03-23,Gold,Mobile,Budget,7,737.71
380201,52,Female,USA,Seattle,2023-09-14,Free,Desktop,Regular,7,975.26
347124,57,Male,USA,Seattle,2024-10-02,Free,Mobile,Regular,0,50.0
964151,46,Other,USA,Seattle,2024-07-24,Free,Mobile,Premium,9,817.29
285964,29,Male,Singapore,Singapore,2025-02-19,Free,Desktop,Regular,7,893.34
859937,56,Other,India,Delhi,2023-03-30,Gold,Mobile,Regular,16,1980.7
421911,39,Other,UAE,Abu Dhabi,2025-02-02,Platinum,Mobile,Regular,0,61.07
494993,18,Other,USA,New York,2024-04-01,Silver,Desktop,Budget,15,1478.23
878438,18,Female,UAE,Abu Dhabi,2023-03-23,Silver,Mobile,Premium,5,493.34
650090,55,Other,India,Delhi,2023-01-29,Free,Desktop,Premium,14,1270.16
287952,48,Male,India,Delhi,2024-10-24,Free,Mobile,Premium,12,1433.14
602213,20,Female,India,Pune,2024-08-11,Free,Mobile,Budget,6,421.49
152107,34,Male,Singapore,Singapore,2024-12-29,Free,Mobile,Premium,8,962.41
885640,29,Female,Canada,Toronto,2023-06-19,Silver,Mobile,Regular,6,751.54
954342,47,Male,Canada,Toronto,2023-09-08,Free,Mobile,Premium,3,355.07
480238,32,Male,India,Mumbai,2024-10-05,Gold,Desktop,Premium,10,1104.11
746251,21,Female,India,Mumbai,2025-05-14,Silver,Mobile,Regular,16,1559.91
653390,19,Male,India,Delhi,2025-06-07,Free,Desktop,Regular,6,796.39
597942,31,Male,Singapore,Singapore,2024-03-13,Silver,Desktop,Budget,8,730.05
581333,24,Other,India,Bengaluru,2023-12-30,Free,Mobile,Regular,6,712.24
113475,48,Male,UK,London,2025-03-16,Free,Desktop,Regular,6,624.62
844573,26,Male,Germany,Munich,2023-11-12,Gold,Desktop,Budget,5,516.43
826311,27,Other,India,Bengaluru,2023-06-12,Silver,Mobile,Regular,6,913.56
737268,51,Male,USA,Austin,2024-03-28,Platinum,Mobile,Premium,9,1035.05
889059,36,Female,India,Bengaluru,2023-09-05,Platinum,Mobile,Budget,7,813.22
549841,55,Male,Canada,Toronto,2024-11-01,Silver,Desktop,Regular,13,1302.12
152679,31,Other,Canada,Vancouver,2024-02-16,Free,Mobile,Regular,8,1051.68
115593,32,Male,USA,Seattle,2025-03-20,Silver,Mobile,Regular,10,1299.79
620041,55,Female,India,Delhi,2023-08-08,Gold,Mobile,Regular,3,467.58
549542,41,Other,UK,Manchester,2025-03-21,Free,Desktop,Budget,5,717.4
175661,49,Male,UAE,Dubai,2024-10-30,Free,Tablet,Budget,10,1164.77
820673,20,Other,Canada,Toronto,2024-01-25,Free,Mobile,Regular,9,1144.11
358360,33,Female,Canada,Toronto,2023-03-29,Free,Mobile,Regular,7,880.41
124538,47,Male,India,Mumbai,2023-09-24,Free,Mobile,Premium,8,844.65
398574,57,Female,UK,Manchester,2023-03-17,Free,Desktop,Budget,11,1467.46
221473,34,Other,UK,London,2023-12-18,Free,Desktop,Budget,0,394.75
318132,58,Male,Germany,Munich,2024-06-06,Free,Desktop,Premium,12,806.95
942478,28,Female,UAE,Dubai,2024-01-02,Free,Desktop,Regular,5,486.36
532606,18,Female,India,Hyderabad,2024-08-31,Free,Mobile,Premium,1,114.6
138731,35,Other,India,Delhi,2024-07-17,Silver,Mobile,Regular,5,278.66
152631,50,Other,Canada,Vancouver,2023-10-20,Free,Desktop,Budget,8,875.58
189816,35,Female,UK,London,2025-02-07,Free,Mobile,Regular,4,216.2
313011,58,Other,Canada,Vancouver,2024-08-21,Free,Desktop,VIP,2,263.76
430972,60,Male,India,Delhi,2024-01-18,Silver,Tablet,Premium,9,1092.51
984970,61,Male,Germany,Munich,2025-01-22,Gold,Mobile,Premium,0,50.0
796608,35,Female,India,Mumbai,2023-01-27,Silver,Mobile,Budget,10,1316.92
178152,61,Female,USA,Austin,2024-01-17,Gold,Mobile,Premium,0,50.0
656665,57,Male,Germany,Berlin,2023-10-30,Free,Tablet,Regular,9,815.79
154268,50,Other,Canada,Vancouver,2023-12-25,Silver,Mobile,VIP,4,491.51
602894,53,Female,Singapore,Singapore,2023-07-30,Silver,Desktop,Premium,5,912.05
803903,29,Other,India,Pune,2024-02-05,Free,Mobile,Budget,1,312.86
693795,20,Other,UK,London,2024-01-27,Free,Desktop,Budget,11,874.9
783222,50,Male,Singapore,Singapore,2024-07-26,Free,Mobile,Premium,9,953.5
416037,46,Female,Canada,Vancouver,2023-09-11,Platinum,Desktop,Regular,9,695.79
315050,64,Female,India,Delhi,2023-11-08,Free,Mobile,Budget,11,1160.74
967790,42,Male,India,Delhi,2024-11-17,Free,Mobile,Budget,13,1695.75
453522,18,Other,India,Mumbai,2023-07-03,Free,Tablet,Regular,8,863.0
576605,39,Male,USA,Austin,2023-03-17,Silver,Mobile,Budget,4,531.54
655422,31,Male,India,Mumbai,2023-12-24,Gold,Mobile,Premium,14,1067.01
496629,43,Male,Canada,Vancouver,2024-10-19,Silver,Mobile,Regular,7,973.93
219052,30,Male,India,Bengaluru,2024-10-28,Free,Mobile,Regular,10,1027.56
681516,26,Other,Canada,Vancouver,2023-03-29,Gold,Mobile,Premium,10,1036.15
911250,34,Other,Canada,Vancouver,2023-04-22,Platinum,Mobile,Premium,4,394.35
783915,42,Female,India,Delhi,2023-12-26,Free,Desktop,Budget,13,1122.19
351766,52,Other,India,Hyderabad,2024-12-24,Free,Mobile,Regular,10,1222.3
486893,33,Male,USA,Seattle,2023-06-10,Silver,Desktop,Regular,0,113.49
991249,38,Male,Canada,Vancouver,2025-06-09,Silver,Mobile,Regular,13,1519.82
802032,62,Other,UK,London,2023-02-23,Free,Mobile,Budget,8,995.94
811979,26,Other,India,Bengaluru,2023-01-16,Free,Mobile,Regular,3,601.6
689876,34,Other,India,Hyderabad,2023-07-02,Free,Desktop,VIP,9,1102.67
922164,18,Female,Canada,Vancouver,2023-12-29,Free,Mobile,Premium,9,1163.99
815101,23,Male,India,Mumbai,2023-10-19,Silver,Mobile,Regular,8,841.95
701012,19,Female,India,Pune,2024-10-06,Free,Desktop,VIP,2,242.98
630935,45,Other,India,Mumbai,2024-08-26,Free,Mobile,Budget,16,1592.65
103373,48,Male,Canada,Vancouver,2023-02-25,Free,Desktop,Budget,7,1018.84
894601,19,Female,USA,Austin,2023-11-29,Silver,Desktop,Regular,8,1046.21
117059,39,Other,India,Hyderabad,2023-08-03,Free,Mobile,Regular,20,2193.23
772250,61,Male,Singapore,Singapore,2023-07-14,Free,Desktop,Premium,1,74.63
903577,41,Female,India,Pune,2024-10-18,Silver,Desktop,Premium,5,829.3
908110,20,Male,India,Bengaluru,2023-03-22,Gold,Mobile,Regular,3,88.7
289866,53,Other,Australia,Melbourne,2023-11-28,Free,Mobile,Budget,3,713.82
558977,43,Other,India,Hyderabad,2024-03-26,Free,Mobile,Regular,11,1209.2
323261,19,Female,India,Pune,2023-01-30,Silver,Desktop,Regular,2,394.81
291105,64,Male,India,Bengaluru,2023-06-02,Gold,Mobile,Premium,14,1553.98
685667,36,Female,Canada,Toronto,2024-05-02,Free,Tablet,Budget,7,656.38
275612,37,Male,India,Hyderabad,2023-04-22,Free,Mobile,Regular,14,1194.78
753626,21,Other,Canada,Vancouver,2024-08-25,Gold,Mobile,Premium,3,639.89
177563,49,Other,Singapore,Singapore,2024-06-18,Free,Tablet,Premium,5,763.34
466796,37,Female,USA,New York,2023-04-27,Free,Mobile,Premium,0,292.99
104638,46,Other,India,Mumbai,2024-06-19,Free,Tablet,Regular,18,2174.37
698299,41,Female,Canada,Toronto,2024-06-13,Free,Tablet,Budget,3,569.24
379609,21,Male,Canada,Vancouver,2025-03-24,Free,Mobile,Budget,10,865.74
310885,61,Male,India,Mumbai,2023-06-07,Free,Mobile,Premium,1,172.77
103724,36,Female,USA,Austin,2023-01-24,Silver,Mobile,Budget,7,717.01
257430,24,Male,India,Bengaluru,2024-08-31,Silver,Mobile,Regular,2,507.02
406706,29,Other,Australia,Sydney,2024-07-04,Platinum,Desktop,Regular,8,998.86
125591,44,Other,Singapore,Singapore,2024-02-28,Free,Mobile,Premium,12,1286.68
921311,30,Other,USA,Seattle,2023-02-05,Gold,Desktop,Premium,13,1112.06
845199,53,Male,Canada,Vancouver,2024-05-26,Free,Mobile,VIP,7,856.65
617887,62,Female,India,Delhi,2024-02-19,Platinum,Desktop,Budget,4,486.35
370023,51,Female,India,Delhi,2023-01-09,Free,Desktop,Budget,0,173.44
164278,32,Other,India,Mumbai,2024-02-26,Free,Mobile,Premium,7,839.41
319315,54,Other,UK,Manchester,2024-05-18,Silver,Mobile,Regular,6,825.17
686141,27,Other,India,Delhi,2023-02-21,Silver,Tablet,VIP,8,800.18
117459,28,Other,India,Delhi,2023-06-13,Platinum,Desktop,Budget,0,50.0
568974,33,Female,USA,Seattle,2024-02-19,Platinum,Mobile,Regular,13,1222.28
460414,54,Male,UK,London,2023-01-31,Free,Mobile,Premium,0,132.63
761382,27,Female,India,Hyderabad,2025-03-30,Silver,Mobile,Regular,8,843.49
168118,52,Female,India,Bengaluru,2024-10-22,Free,Mobile,Premium,6,1012.34
207039,48,Female,India,Bengaluru,2025-03-08,Silver,Desktop,Budget,9,1147.15
965850,63,Female,USA,New York,2023-08-31,Silver,Mobile,Regular,11,1014.24
972391,19,Other,India,Hyderabad,2024-04-05,Free,Desktop,Budget,11,987.38
887018,64,Other,Canada,Toronto,2024-01-02,Silver,Tablet,Regular,5,735.01
539918,65,Male,India,Hyderabad,2025-03-29,Free,Mobile,VIP,0,327.03
111150,58,Male,USA,Austin,2025-04-09,Free,Tablet,Premium,5,980.58
941470,20,Male,USA,New York,2023-11-28,Gold,Mobile,Regular,3,170.07
786082,65,Female,Singapore,Singapore,2023-03-23,Silver,Desktop,Budget,15,1439.16
616132,43,Female,India,Delhi,2024-12-27,Free,Mobile,Regular,7,703.6
954607,61,Other,UK,Manchester,2023-05-11,Free,Mobile,Regular,1,231.76
659662,19,Other,India,Delhi,2023-06-07,Platinum,Mobile,Regular,14,1673.42
383308,38,Other,India,Hyderabad,2023-02-25,Gold,Mobile,Regular,8,1029.38
808702,21,Female,UK,London,2025-02-17,Free,Mobile,Budget,9,870.08
